,afr,aii,ang,ara,arw,bft,bod,ces,chn,cho,cmn,cre,dan,deu,dum,egy,ell,eng,enm,ett,fas,fra,frk,frm,fro,gla,gle,gmh,gml,goh,grc,guj,haw,hbs,heb,hin,ipk,isl,ita,jpn,lao,lat,lav,msa,nah,nan,nap,nav,nci,nld,non,oci,odt,osp,p_gem,pal,phn,pim,pol,por,pro,que,rom,rus,san,sco,sga,spa,sth,swe,tam,tha,tnq,ton,tur,vec,wol,xno,yid,zku,zul
cg52,0.0,0.0,0.21627408993576017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021413276231263384,0.0,0.0,0.0021413276231263384,0.21199143468950749,0.0,0.0,0.04068522483940043,0.0,0.01284796573875803,0.21413276231263384,0.0,0.0,0.0,0.0,0.0,0.014989293361884369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004282655246252677,0.0,0.0,0.2334047109207709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008565310492505354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03854389721627409,0.0,0.0,0.0
cg53,0.0,0.0,0.25307125307125306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3095823095823096,0.0,0.0,0.02457002457002457,0.0,0.002457002457002457,0.12285012285012285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002457002457002457,0.0,0.0,0.24078624078624078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004914004914004914,0.0,0.0,0.0,0.002457002457002457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004914004914004914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03194103194103194,0.0,0.0,0.0
cg54,0.0,0.0,0.33410138248847926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.0,0.0,0.33640552995391704,0.0,0.0,0.020737327188940093,0.0,0.0069124423963133645,0.08986175115207373,0.0,0.0,0.0,0.0,0.0,0.009216589861751152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.1382488479262673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027649769585253458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027649769585253458,0.0,0.0,0.0
cg55,0.0,0.0,0.2510729613733906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002145922746781116,0.3283261802575107,0.0,0.0,0.002145922746781116,0.0,0.006437768240343348,0.09871244635193133,0.0,0.0,0.0,0.0,0.0,0.006437768240343348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015021459227467811,0.0,0.0,0.2296137339055794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.04721030042918455,0.0,0.0,0.0
cg56,0.0,0.0,0.2023121387283237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809248,0.2254335260115607,0.0,0.0,0.04238921001926782,0.0,0.028901734104046242,0.15221579961464354,0.0,0.0,0.0,0.0,0.0,0.06165703275529865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038535645472061657,0.0,0.0,0.20616570327552985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019267822736030827,0.0,0.0,0.0,0.007707129094412331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038535645472061657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04046242774566474,0.0,0.0,0.0
cg57,0.0,0.0,0.1575984990619137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375234521575985,0.0,0.0,0.0,0.0,0.21388367729831145,0.0,0.0,0.028142589118198873,0.0,0.0225140712945591,0.13320825515947468,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013133208255159476,0.0,0.0,0.3339587242026266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016885553470919325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525328330206379,0.0,0.0,0.0
cg58,0.0,0.0,0.23891625615763548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024630541871921183,0.0,0.0,0.0,0.0024630541871921183,0.27586206896551724,0.0,0.0,0.03694581280788178,0.0,0.024630541871921183,0.12561576354679804,0.0,0.0,0.0,0.0,0.0,0.0049261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049261083743842365,0.0,0.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009852216748768473,0.0,0.0,0.0,0.0024630541871921183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06403940886699508,0.0,0.0,0.0
cg59,0.0,0.0,0.24423963133640553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002304147465437788,0.3064516129032258,0.0,0.0,0.03456221198156682,0.0,0.013824884792626729,0.1313364055299539,0.0,0.0,0.0,0.0,0.0,0.013824884792626729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.195852534562212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009216589861751152,0.0,0.0,0.0,0.002304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917050691244239,0.0,0.0,0.0
cg60,0.0,0.002403846153846154,0.40865384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.06490384615384616,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002403846153846154,0.0,0.0,0.08653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014423076923076924,0.0,0.0,0.0,0.007211538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0
cg61,0.0,0.0,0.19912472647702406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002188183807439825,0.0,0.0,0.0,0.23851203501094093,0.0,0.0,0.024070021881838075,0.0,0.028446389496717725,0.13129102844638948,0.0,0.0,0.0,0.0,0.0,0.05689277899343545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006564551422319475,0.0,0.0,0.26695842450765866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087527352297593,0.0,0.0,0.0,0.00437636761487965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03282275711159737,0.0,0.0,0.0
cg62,0.0,0.0,0.24022346368715083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186219739292365,0.0,0.0,0.0,0.00186219739292365,0.23649906890130354,0.0,0.0,0.024208566108007448,0.0,0.0148975791433892,0.11731843575418995,0.0,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00931098696461825,0.0,0.0,0.25884543761638734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.00186219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05772811918063315,0.0,0.0,0.0
cg63,0.0,0.0,0.18237704918032788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22131147540983606,0.0,0.0,0.01639344262295082,0.0,0.018442622950819672,0.1864754098360656,0.0,0.0,0.0,0.0,0.0,0.06147540983606557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26434426229508196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0,0.0,0.0,0.006147540983606557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389344262295082,0.0,0.0,0.0
cg64,0.0,0.0,0.290519877675841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061162079510703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3211009174311927,0.0,0.0,0.012232415902140673,0.0,0.0030581039755351682,0.1712538226299694,0.0,0.0,0.0,0.0,0.0,0.0061162079510703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061162079510703364,0.10703363914373089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030581039755351682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07339449541284404,0.0,0.0,0.0
cg65,0.0,0.0,0.16885964912280702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021929824561403508,0.18201754385964913,0.0,0.0,0.05482456140350877,0.0,0.019736842105263157,0.1513157894736842,0.0,0.0,0.0,0.0,0.0,0.06359649122807018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015350877192982455,0.0,0.0,0.3048245614035088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0
cg66,0.0,0.0,0.3634085213032581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002506265664160401,0.0,0.0,0.0,0.002506265664160401,0.3258145363408521,0.0,0.0,0.017543859649122806,0.0,0.002506265664160401,0.042606516290726815,0.0,0.0,0.0,0.0,0.0,0.020050125313283207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012531328320802,0.0,0.0,0.15288220551378445,0.0,0.0,0.0,0.0,0.0,0.0,0.005012531328320802,0.0,0.007518796992481203,0.0,0.0,0.0,0.002506265664160401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002506265664160401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
cg67,0.0,0.0,0.3431372549019608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024509803921568627,0.2965686274509804,0.0,0.0,0.01715686274509804,0.0,0.0024509803921568627,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024509803921568627,0.0,0.0,0.16911764705882354,0.0,0.0,0.0,0.0024509803921568627,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04656862745098039,0.0,0.0,0.0
cg68,0.0,0.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.2275,0.0,0.0,0.0075,0.0,0.005,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
cg69,0.0,0.0,0.22037037037037038,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.24259259259259258,0.0,0.0,0.025925925925925925,0.0,0.018518518518518517,0.10555555555555556,0.0,0.0,0.0,0.0,0.0,0.03888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.26296296296296295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.0,0.0,0.0
cg70,0.0,0.0,0.26548672566371684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00663716814159292,0.3185840707964602,0.0022123893805309734,0.0,0.030973451327433628,0.0,0.017699115044247787,0.08628318584070796,0.0,0.0,0.0,0.0,0.0,0.01991150442477876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.1902654867256637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05309734513274336,0.0,0.0,0.0
cg71,0.0,0.0,0.24295010845986983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2559652928416486,0.0,0.0,0.0368763557483731,0.0,0.010845986984815618,0.14099783080260303,0.0,0.0,0.0,0.0,0.0,0.015184381778741865,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0,0.2603036876355748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004338394793926247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026030368763557483,0.0,0.0,0.0
cg72,0.0,0.0,0.2495164410058027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18375241779497098,0.0,0.0,0.029013539651837523,0.0,0.013539651837524178,0.15860735009671179,0.0,0.0,0.0,0.0,0.0,0.017408123791102514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013539651837524178,0.0,0.0,0.26499032882011603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005802707930367505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0
cg73,0.0,0.0,0.27505330490405117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006396588486140725,0.2260127931769723,0.0,0.0,0.0255863539445629,0.0,0.023454157782515993,0.08102345415778252,0.0,0.0,0.0,0.0,0.0,0.09168443496801706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01279317697228145,0.0,0.0,0.19829424307036247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0021321961620469083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042643923240938165,0.0,0.0,0.0
cg74,0.0,0.0,0.3042505592841163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.21252796420581654,0.0,0.0,0.026845637583892617,0.0,0.02237136465324385,0.09843400447427293,0.0,0.0,0.0,0.0,0.0,0.015659955257270694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03355704697986577,0.0,0.0,0.24608501118568232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011185682326621925,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024608501118568233,0.0,0.0,0.0
cg75,0.0,0.0,0.33766233766233766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.341991341991342,0.0,0.0,0.023809523809523808,0.0,0.006493506493506494,0.10822510822510822,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.10173160173160173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021645021645021645,0.0,0.0,0.0,0.0021645021645021645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021645021645021645,0.0,0.0,0.045454545454545456,0.0,0.0,0.0
ch01,0.0,0.0,0.1546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0015625,0.2046875,0.0,0.0,0.040625,0.0,0.025,0.1796875,0.0,0.0,0.0,0.0,0.0,0.021875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.303125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578125,0.0,0.0,0.0
ch02,0.0,0.0,0.13970588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001838235294117647,0.15808823529411764,0.0,0.0,0.02389705882352941,0.0,0.022058823529411766,0.2261029411764706,0.0,0.0,0.0,0.0,0.0,0.027573529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001838235294117647,0.0,0.0,0.3492647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012867647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03676470588235294,0.0,0.0,0.0
ch03,0.0,0.0,0.2396039603960396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019801980198019802,0.0,0.0,0.0019801980198019802,0.26534653465346536,0.0,0.0,0.009900990099009901,0.0,0.013861386138613862,0.1603960396039604,0.0,0.0,0.0,0.0,0.0,0.015841584158415842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039603960396039604,0.0,0.0,0.24752475247524752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039603960396039604,0.0,0.0,0.0,0.0039603960396039604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031683168316831684,0.0,0.0,0.0
ch04,0.0,0.0,0.09216589861751152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030721966205837174,0.1228878648233487,0.0,0.0,0.09062980030721966,0.0,0.015360983102918587,0.1674347158218126,0.0,0.0,0.0,0.0,0.0,0.02304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006144393241167435,0.0,0.0,0.3640552995391705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015360983102918587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09984639016897082,0.0,0.0,0.0
ch05,0.0,0.0,0.14412416851441243,0.0,0.0022172949002217295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0,0.004434589800443459,0.21729490022172948,0.0,0.0,0.024390243902439025,0.0,0.0066518847006651885,0.2017738359201774,0.0,0.0,0.0,0.0,0.0,0.017738359201773836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.29933481152993346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066518847006651885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06873614190687362,0.0,0.0,0.0
ch06,0.0,0.0,0.15265866209262435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003430531732418525,0.14065180102915953,0.0,0.0,0.06174957118353345,0.0,0.015437392795883362,0.1320754716981132,0.0,0.0,0.0,0.0,0.0,0.02058319039451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005145797598627788,0.0,0.0,0.4099485420240137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058319039451114926,0.0,0.0,0.0
ch07,0.0,0.0,0.2346723044397463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19027484143763213,0.0,0.0,0.04439746300211417,0.0,0.02536997885835095,0.2135306553911205,0.0,0.0,0.0,0.0,0.0,0.016913319238900635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22410147991543342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012684989429175475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03805496828752643,0.0,0.0,0.0
ch08,0.0,0.0,0.2841121495327103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2504672897196262,0.0,0.0,0.014953271028037384,0.0,0.007476635514018692,0.102803738317757,0.0,0.0,0.0,0.0,0.0,0.003738317757009346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020560747663551402,0.0,0.0,0.26542056074766357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007476635514018692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001869158878504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041121495327102804,0.0,0.0,0.0
ch09,0.0,0.0,0.19289340101522842,0.001692047377326565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676818950930626,0.0,0.0,0.0,0.00338409475465313,0.10152284263959391,0.0,0.0,0.0338409475465313,0.0,0.018612521150592216,0.17766497461928935,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00338409475465313,0.0,0.0,0.39086294416243655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05922165820642978,0.0,0.0,0.0
ch10,0.0,0.0,0.13610586011342155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003780718336483932,0.0,0.0,0.0,0.005671077504725898,0.1285444234404537,0.0,0.0,0.045368620037807186,0.0,0.035916824196597356,0.16257088846880907,0.0,0.0,0.0,0.0,0.0,0.04158790170132325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015122873345935728,0.0,0.0,0.3497164461247637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001890359168241966,0.0,0.0,0.0,0.001890359168241966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07183364839319471,0.0,0.0,0.0
ch11,0.0,0.0,0.0962671905697446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14145383104125736,0.0,0.0,0.06483300589390963,0.0,0.007858546168958742,0.1650294695481336,0.0,0.0,0.0,0.0,0.0,0.08644400785854617,0.0,0.0,0.0,0.005893909626719057,0.0,0.0,0.0,0.009823182711198428,0.0,0.0,0.37328094302554027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137524557956778,0.007858546168958742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275049115913556,0.0,0.0,0.0
